CodEqu,Descri,CosDia
ESP079,MEDIDOR VIBRACION VIBROMETRO PCE-VT 2700,8.26272
ESP080,ODOMETRO P/MEDICION DE DISTANCIAS T593 O,4.4046400000000006
ESP081,CORTADOR DE BLOQUES DE ANIME P/ CONSTRUC,0.88088
ESP082,TURBIDIMETRO HI 98713-02 O SIMILAR,31.71216
ESP083,BAÑO PORTATIL (SANITARIO) CON MATENIMIEN,49.5
ESP084,DISPENSADOR DE VASOS CONICOS,0.1871
ESP085,ENFRIADOR ELECTRICO PARA BOTELLONES DE A,1.32128
ESP086,SOLDADORA SENCILLA P/ELECTROFUSION TUBOS,8.25835
ESP087,EQUIPO SOLDAR TUBERIAS PEAD HASTA DIAMET,66.09
ESP088,ACEITERA MANUAL DE PICO,1.1565
ESP089,ACEITERA 700 GRS MANUAL DE PICO,0.8148000000000001
ESP090,BUCEO: TRAJE DE NEOPRENO P/ BUZO,451.45
ESP091,BALANCEADORA DE MAQUINAS ROTATIVAS,110.1109
ESP092,CALIBRADOR DE VIBRACIONES PCE-VC20,14.60075
ESP093,CALIBRADOR DE VIBRACIONES PCE-VC20,22.0222
ESP094,MEDIDOR DE ADHERENCIA PARA COJINETE,2.2022
ESP095,PORTA SONDA PARA MEDIDOR DE VIBRACIONES,2.483
ESP096,LASER DE ALINEACION BOSH GII3 330CG 3 PL,17.6178
ESP097,LASER DE ALINEACION BOSH GII3 300 3 PLAN,13.7639
ESP098,LASER ALINEACION GLL 2-20 C/LINEAS AUTON,10.90098
ESP099,BOMBA HIDRAULICA 12V P/CAMION CANASTA TE,5.4504
ESP100,MEDIDOR DE RESISTENCIA DEVANADOS ELECTRI,12.88287
ESP101,MEDIDOR DE RESISTENCIA DE ASILAMIENTO 5K,19.8198
ESP102,MEDIDOR RELACION TRANSFORMACION MEGGER T,29.72997
ESP103,MEDIDOR DE RELACION DE TRANSFORMACION TT,14.86503
ESP104,EQUIPO ESPECIAL PARA SOLDAR TUBERIA,66.09
ESP105,EQUIPO AGITADOR DE MEZCLAS,1.98201
ESP106,"BALANZA, CAPACIDAD 20 KG",1.32152
ESP107,MEDIDOR RESISTIVIDAD SUELO P/DISEÑO PUES,165.19
ESP108,SOLDADORA PEAD P/ELECTROFUSION FRIAMAT P,27.52775
ESP109,EQUIPO DE PRUEBA NEUMATICA (INC. COMPRES,132.12
ESP110,"EQUIPO RAYOS ""X"" CAMION CON GAMMAGRAFIA",308.32
ESP111,EXPANDERS,14.3
ESP112,FRAC TANK / TANQUE DE ALMACENAMIENTO,187.19
ESP113,MALETIN DE PRUEBA Y CALIBRACION,39.64
ESP114,MAQUINA DE COSER INDUSTRIAL,11.01
ESP115,TRAILER P/OFICINA EQUIPADO (M2/DIA),12.12
ESP116,VESTUARIO,5.53
ESP117,COMEDOR,6.61
ESP118,SOPLADOR DE AIRE CAMON EB800-E/ 1600 M3/,12.22236
ESP119,"SOPLADOR DE AIRE, DE MANO ECHO PB-2520",6.672960000000001
ESP120,TANQUE DE 500 GALONES,495.52
ESP121,CALIBRADOR DE FLUJO,23.11
ESP122,COMUNICADOR DE CAMPO HART,220.22
ESP123,GENERADOR DE 4 - 20MA,110.11
ESP124,CALIBRADOR DE TEMPERATURA,15.4158
ESP125,LAPTOP CON LICENCIA SCADA Y PLC,30.8316
ESP126,SIMULADOR DE TEMPERATURA,7.707899999999999
ESP127,LAVAMANOS PORTATIL,15.4158
ESP128,VESTIDOR PORTATIL,15.4158
ESP129,TRAILER PREPARACION DE AGUA Y/O ENTREGA ,440.44
HER008,CORTADORA DE ACRILICO,1.08
ESP130,TRANSPORTE DE PERSONAL 24 PUESTOS,440.44
ESP131,CASETA COMEDOR,44.03
ESP132,CASETA PARA LAVADO DE TERMOS,27.53
ESP133,CASETA VESTUARIO,44.03
ESP134,CONTENEDORES DEPOSITOS,44.03
ESP135,JUEGO DE HERRAMIENTAS MENORES TRAB. EN R,220.22
ESP136,LAVAMANOS PORTATIL PARA OBRA/CAMPO,33.06
ESP137,LONA PROTECTORA Y DE CONFINAMIENTO,330.32
ESP138,TRAILER PARA OFICINA,99.12
ESP139,"ALARMA DE GAS COMBUSTIBLE, DETECTOR DE F",1.23296
ESP140,TRANSPORTE TIPO TAXI CAP 3 PER EXTRAURBA,275.29
EZ0001,ABRAZADERA DE GRAPA TIPO COLLARIN,93.6
EZ0002,AIRE ACONDICIONADO TIPO SPLIT 12000 BTU,9.8825
EZ0003,AGITADOR DE PINTURA,5.53
EZ0004,ALMACEN TIPO TRAILER,8.81
EZ0005,ALMACEN DE HERRAMIENTAS Y MATERIALES,33.3856173
EZ0006,ANALISIS LABORATORIO S/DECRETO 2635-GO 5,616.62
EZ0007,ANDAMIOS EN SISTEMA IGNICION Y FLARE,495.52
EZ0008,ANDAMIO,121.12
EZ0009,ANDAMIOS TIPO CUP LOCK /CUERPOS DE 10 M3,9.88
EZ0010,ANDAMIOS TIPO CUP LOCK POR M3,1.34
EZ0011,ANTENA FOLDED BANDA VHF PARA REPETIDOR,109.0098
EZ0012,ARNES PUENTE DE GRUA,5.2872
EZ0013,ARNES Y CABO DE VIDA - ESLINGA,3.86
EZ0014,ARREGLO MECANICO P/PRUEBA HIDROSTATICA,82.58
EZ0015,ASPIRADORA INDUSTRIAL,6.06
EZ0016,AUTO BUS DE 36 PUESTOS,198.22
EZ0017,AUTOBUS TOYOTA COASTER 27 PUESTOS C/CHOF,165.19
EZ0018,BAJANTE PARA ESCOMBROS,11.01
EZ0019,BAKER /RELOJ COMPARADOR ONDAS 12K CERTIF,3.3034800000000004
EZ0020,BALANCEADORA,367.348492
EZ0021,BALANCEADORA DE MAQUINAS ROTATIVAS,165.19
EZ0022,BALANCEADORA DINAMICA,355.68
EZ0023,BALANZA ELECTRONICA YELLOW JACKET 688002,5.505800000000001
EZ0024,BANCO CALIB VALVULAS C/MANOMETRO CERTIFI,198.22
EZ0025,BANCO DE CALIBRACION NEUMATICO DE CAMPO,165.19
EZ0026,BANCO DE FUELLE MANUAL - NEUMATICA,165.19
EZ0027,BANCO DE PRUEBA MTTO Y CALIBRACION DE VA,275.29
EZ0028,BANCO DE PRUEBA DE INYECTORES,82.58325
EZ0029,BANDEJAS PARA PINTAR,5.53
EZ0030,BAÑO ECOLOGICO,11.01
EZ0031,BAÑO ECOLOGICO CON DOTACION Y SERVICIO,50.100414
EZ0032,BAÑO PORTATIL ECOLOG/DUPLEX EXIGENCIA PE,44.03
EZ0033,BARRA DE HOYAR/CAVADORA,11.01
EZ0034,BASE MAGNETICA P/RELOJ COMPARADOR,24.24
EZ0035,BATEA /PLATAFORMA PLANA,165.19
EZ0036,BAZOOCAS /EQUIPO A PRESION,38.55
EZ0037,BOMBA DE AGUA,165.19
EZ0038,BOMBA DE CALIBRACION CERTIFICADA,165.19
EZ0039,BOMBA DE DIAFRAGMA MAYOR O IGUAL 900PM,132.12
EZ0040,BOMBA DE VACIO,44.03
EZ0041,BORDEADORA METALICA,44.03
EZ0042,BORDILLADORA/CORTA Y DA FORMA A LAM. DE ,22.01
EZ0043,BRAZO ARTICULADO 18 TON,495.52
EZ0044,BRAZO HIDRAULICO 12 TON,550.58
EZ0045,BRAZO PICKMAN P/MOVILIZ Y DESMV TEMPORAL,214.71
EZ0046,BRAZO PICKMAN PARA MOVILIZ Y DESMOV ANDA,214.71
EZ0047,BURRO PARA CARRETES DE CABLE,16.49
EZ0048,CABLE DE PROGRAMACION P/RADIOS MOTOROLA,19.822000000000003
EZ0049,"CABLE HELIAX DE 1/2"" BOBINA DE 50 PIES",79.776
EZ0050,CAFETERA ELECTRICA,0.57272
EZ0051,CAJA DE CONEXIONADO ELECTRICO,16.49
EZ0052,CAJA DE HERRAMIENTA CON APAREJOS,55.06
EZ0053,CAJA HERRAMIENTAS /LLAVES/JGO DADOS/LLAV,31.97652
EZ0054,CAJA DE HERRAMIENTAS CON ACCESORIOS P/AN,66.09
EZ0055,CAJA DE HERRAMIENTAS DE AISLADORES,66.09
EZ0056,CAJA DE HERRAMIENTA FABRICADOR/ EMSAMB Y,66.09
EZ0057,CAJA DE HERRAMIENTAS DE FABRICADOR,66.09
EZ0058,CAJA DE HERRAMIENTAS ELECTRICO/ MECANICA,55.06
EZ0059,CAJA DE HERRAMIENTAS DE MECANICA,33.06
EZ0060,CAJA DE HERRAMIENTAS INSTRUMENTACION,220.22
EZ0061,CAJA DE HERRAMIENTAS INSTRUMENTISTA,33.06
EZ0062,CAJA DE HERRAMIENTAS MANUALES,66.09
EZ0063,CAJA CON HERRAMIENTAS MANUALES,33.06
EZ0064,CAJA DE HERRAMIENTAS MENORES P/EVAL. MET,5.53
EZ0065,CAJA DE HERRAMIENTAS MENORES,28.6
EZ0066,CAJA DE HERRAMIENTAS P/SOLDADOR,33.06
EZ0067,CAJA DE HERRAMIENTAS PARA TMC,135.97
EZ0068,CAJA DE HERRAMIENTAS REFRACTARISTA,33.06
EZ0069,CAJA DE HERRAMIENTAS SOLDADOR,66.09
EZ0070,CAJA HERRAMIENTAS DE REFRIGERACION,3.9644
EZ0071,CAJA HERRAMIENTAS MENORES ESPECIALES,159.65
EZ0072,CAMARA DE VACIO DE 190LTS,165.19
EZ0073,CAMARA FOTOGRAFICA,8.81
EZ0074,CAMION 5 TON,137.61
EZ0075,CAMION 750 CON BRAZO PICKMAN DE 10 TON,330.32
EZ0076,CAMION 750 CON PLATAFORMA,550.58
EZ0077,CAMION C/BRAZO HIDRAULICO 12 TON,770.79
EZ0078,CAMION CON BRAZO ARTICULADO,285.8594112
EZ0079,CAMION CON BRAZO ARTICULADO DE 10 TON,385.41
EZ0080,CAMION CON BRAZO ARTICULADO DE 12 TON,385.41
EZ0081,CAMION CON BRAZO RETRACTIL,440.44
EZ0082,CAMION DE VACIO / VACUUM / CON CHOFER,1101.12
EZ0083,CAMION FORD 350 O SIMILAR,165.19
EZ0084,CAMION CHEVROLET FVR,386.48946
EZ0086,CAMION CON LOW-BOY PARA TRANSPORTE PESAD,521.9702
EZ0087,CAMION PICKIMAN CON BRAZO ARTICULADO,385.41
EZ0088,CAMION PICKMAN C/OPERADOR P/TRASLADO TRA,517.51
EZ0089,CAMION PICKMAN CON OPERADOR,181.69
EZ0090,CAMION PICKMAN TRASLADO D/INSTALACIONES ,3083.11
EZ0091,CAMION PLATAFORMA,429.42
EZ0092,CAMION TIPO TORONTO CAP 18 M3 CON LONA,297.3
EZ0093,CAMION TORONTO 18 M3 CON LONA PROTECTORA,440.44
EZ0094,CAMION VOLTEO 7 M3 C/LONA PROTECTORA,275.29
EZ0095,CAMION VOLTEO CON LONA,550.58
EZ0098,CAMIONETA LOGISTICA Y ESCOLTA,110.11
EZ0099,CAMIONETA PICK UP DOBLE CABINA,1101.9908879999998
EZ0100,CAMIONETA PICK UP DOBLE CABINA,264.26
EZ0101,CAMIONETA PICK UP FORD 4X4,99.12
EZ0102,CAMIONETA PICK-UP CON CHOFER,165.19
EZ0103,CAMIONETA PICK-UP CHEVROLET O SIMILAR,24.224398
EZ0104,CARRALLA DE MECANICO,33.06
EZ0105,CARRITO HIDRAULICO,100.54
EZ0106,CARTELERA ACRILICA,4.051687
EZ0107,CASETA PARA SERVICIO DE AGUA,27.53
EZ0108,CAVA PARA HIELO,8.81
EZ0109,CEPILLADORA,78.51
EZ0110,CHUTO MACK R 688 SX HD (35 TON) CON BATE,737.76
EZ0111,CILINDRADORA PARA LAMINAS DE METAL,27.53
EZ0112,CILINDRO DE NITROGENO $,11.01
EZ0113,CILINDRO RECUPERADORA 30 LUSD YELLOW JAC,22.01
EZ0114,CINCEL,5.53
EZ0115,CIZALLA MANUAL,4.4
EZ0116,"COMEDOR PORTATIL 6 X 2,4 M /CAP 20 PERS",22.01
EZ0117,COMEDOR PORTATIL CAP 14 PER,33.3856173
EZ0118,COMPRESOR AIRE P/MANT MOTOR DE BAJA TENS,16.51675
EZ0119,COMPRESOR AIRE P/MANT MOTOR DE MEDIA TEN,82.58325
EZ0120,COMPRESOR CON KIT DE PINTURA,55.055
EZ0121,COMPRESOR DE 185 CFM CON MANGUERAS Y MAR,275.29
EZ0122,COMPRESOR DE AIRE 116-146PSI,99.12
EZ0123,COMPRESOR PARA PINTURA,104.59
EZ0124,COMPUTADORA / IMPRESORA Y SCANNER,6.06
EZ0125,COMPUTADORA PORTATIL (LAPTOP),13.21
EZ0126,CONECTOR N HEMBRA HELIAX,23.7834
EZ0127,CONJUNTO DE MARTILLOS DE BRONCE (P/ANDAM,6.33
EZ0128,CONTAINER DE HERRAMIENTAS,38.5391
EZ0129,CONTAINERS PARA MAT. Y HERRAMIENTA,8.81
EZ0130,CONTENEDOR DE HERRAMIENTAS,33.06
EZ0131,CONTENEDOR MATERIALES Y HERRAMIENTAS,18.35
EZ0132,TRAILER ALMACEN P/ HERRAMIENTAS L=6 M,330.32
EZ0133,CORE LOST TESTTER /MEDIR PERDIDAS ENERGI,13.2128
EZ0134,CORTADORA DE CONCRETO Y/O PAVIMENTO 2 TU,440.44
EZ0135,CORTADORA DE DIAMANTE HILTI,253.99
EZ0136,CORTADORA DE LADRILLO,82.58
EZ0137,CUARTO DE AGUA EN OBRA,22.01
EZ0138,CUARTO DE HERRAMIENTAS,15.39
EZ0139,DENSIMETRO NUCLEAR P/ENSAYO CONTENIDO DE,220.22
EZ0140,DEPOSITO PARA AGUA POTABLE,8.81
EZ0141,DESMOVILIZACION,550.58
EZ0142,DESMOVILIZACION COMEDOR,165.19
EZ0143,DESMOVILIZACION DE BAÑO /RETIRO DEL BAÑO,220.22
EZ0144,DESMOVILIZACION DE BAÑO,330.32
EZ0145,DESMOVILIZACION DE EQUIPOS DE ENSAYOS,550.58
EZ0146,DESMOVILIZACION LAVAMANO,165.19
EZ0147,DESMOVILIZACION TRAILER,440.44
EZ0148,DESMOVILIZACION /TRANSP Y CARGA DEL CAMP,440.44
EZ0149,DESTORNILLADORES ELECTRICOS Y MANUALES,60.58
EZ0150,DETECTOR DE METALES,16.49
EZ0151,DIFRACTOMETRO RAYO X ENSAYO NO DESTRUCTI,22.01
EZ0152,DOBLADORA DE LAMINAS PLACAS O PERFILES M,33.06
EZ0153,"DOBLADORA DE TUBERÍA DE 1/4"" - 5/8""",1.5419999999999998
EZ0154,DOS LOCALES P/COMEDOR,71.59
EZ0155,DOS TRAILER P/OFICINA (2),110.11
EZ0156,DOS TRAILER VESTIDORES (2),66.09
EZ0157,DUPLEXER BANDA VHF 155-162 MHZ,81.7542
EZ0158,EJE PARA CARRETES DE CABLE,11.15
EZ0159,ELECTRODOS DE TITANIO RECUBIERTO DE PLAT,1.08
EZ0160,ELEMENTOS Y ACCESORIOS D/ANDAMIOS (LONG.,4.93
EZ0161,EQUIPO DE ALINEACION,62.926227
EZ0162,EQUIPO DE BOMBEO DE DRENAJE,264.26
EZ0163,"EQUIPO DE CABILLAS / CIZALLA, DOBLADORA",110.11
EZ0164,EQUIPO P/CARGA Y CAMION,715.71
EZ0165,EQUIPO DE CARGA DENSA UNIDENSE (EN INVES,5505.55
EZ0166,EQUIPO DE INSPECCION CAMPOS REMOTOS,308.32
EZ0167,EQUIPO DE INSPECCION IRIS/ TUBOS,319.31
EZ0168,EQUIPO INSPECCION POR CORRIENTE INDUCIDA,275.29
EZ0169,EQUIPO DE INSPECCION POR VIDEOSCOPIA,55.06
EZ0170,EQUIPO DE JARDINERA P/PETROQUIMICA,28.6
EZ0171,EQUIPO DE LIMPIEZA ABRASIVA,33.06
EZ0172,EQUIPO DE LIMPIEZA PARA DUCTOS,33.06
EZ0173,EQUIPO DE MEDICION DE ESPESOR DMS2,49.5
EZ0174,EQUIPO DE MONITOREO EN LINEA DE ROTORES,132.12
EZ0175,EQUIPO DE OXICORTE P/PETROQUIMICA,55.06
EZ0176,EQUIPO DE OXICORTE,22.022
EZ0177,EQUIPO DE OXICORTE HARRIS MASTER II C/AC,13.0476
EZ0178,EQUIPO DE PARTICULAS MAGENTICAS,22.01
EZ0179,EQUIPO DE PINTURA / CALDERIN & PISTOLAS,195
EZ0180,EQUIPO DE PRUBAS DEL SISTEMA,220.22
EZ0181,EQUIPO DE PRUEBAS ELECTRICAS,495.52
EZ0182,EPP /LOGISTICA P/10 TRAB 52DIAS PARADA-P,16129.26
EZ0183,EQUIPO DE TORQUE NEUMATICO,4294.33
EZ0184,EQUIPO DE TRATAMIENTO TERMICO,6056.1
EZ0185,EQUIPO DE VIBRACION P/MANT MOTORES ELECT,55.056
EZ0186,EQUIPO MECANICO,220.22175000000004
EZ0187,EQUIPO MECANICO ROTATIVOS,82.31916
EZ0188,EQUIPO MEDICION ESPESORES PINTURA,53.21
EZ0189,EQUIPO MFL-MARK II INSP NO DEST TUBOS/PI,798.31
EZ0190,EQUIPO MODULAR 12 LINEAS,21471.65
EZ0191,EQUIPO OXICORTE ENVASE OXIGENO - ACETILE,154.17
EZ0192,"EQUIPO PARA AMARRE (FAJINA, CUERDAS, CAD",9.049404
EZ0193,EQUIPO PARA ELECTRICISTA (MULTIAMPERIMET,33.06
EZ0194,EQUIPO P/ELECTRICISTA,27.53
EZ0195,EQUIPO P/ ENSAYO DE PARTICULAS MAGENTICA,550.58
EZ0196,"EQUIPO PARA EXPANDIDO DE TUBOS 2""",220.22
EZ0197,EQUIPO PARA GAMMAGRAFIA,1799.76
EZ0198,EQUIPO PARA PROYECTAR MATERIAL REFRACTAR,198.22
EZ0199,EQUIPO PARA PROYECTAR MATERIAL REFRACTAR,264.26
EZ0200,EQUIPO PARA SPONGE JET (TOLVA-RECICLAD),1064.41
EZ0201,EQUIPO PARA TRABAJOS EN ALTURA,8.81
EZ0202,EQUIPO PRUEBA INTERRUPTOR SMC PME-500-TR,2134.04
EZ0203,EQUIPO TRATAMIENTO TERMICO,4074.11
EZ0204,EQUIPO ULTRASONIDO PHASED ARRAYS,963.44
EZ0205,EQUIPOS DE CONEXION Y OTROS MATERIALES ,6.93738
EZ0206,EQUIPOS DE PRUBAS PARA INSTRUMENTACION,220.22
EZ0207,EQUIPOS ELECTRICOS P/SISTEMA IGNICION FL,275.29
EZ0208,EQUIPOS PARA CALIBRACION DE INSTRUMENTOS,165.19
EZ0209,ESCALERA ,8.81
EZ0210,ESCALERA TIPO TIJERA DE 6 TRAMOS,4.2936
EZ0211,ESCALERA TIPO TIJERA DE 3 MTS,16.49
EZ0212,ESCANER DE PLANOS P/DIA-LARGA DURACION,5.53
EZ0213,ESLINGA ,3.622500000000001
EZ0214,"ESLINGAS 1/2"" A 3/4$ X 6M ",13.21
EZ0215,"ESPATULA 2"" ",2.84
EZ0216,ESPECTROSCOPIO / MICROSCOPIO HITACHI S25,11.01
EZ0217,TRAILER PARA EXAMEN MEDICO BASICO,275.29
EZ0218,EXTINTOR,5.53
EZ0219,EXTRACTOR DE HAZ TUBULAR,7157.22
EZ0220,EXTRACTOR DE TUBOS,248.84
EZ0221,EXTRACTOR MECANICO,20.546028300000003
EZ0222,FAJA PARA IZAMIENTO DE 2 TON ,13.21
EZ0223,FLEJADORA/TIRAS/ACERO POLIPROPILENO/POLI,49.5
EZ0224,FLEJADORA/ AMARRE,7.14
EZ0225,FLUJOMETRO TIPO ROTAMETRO DE 10 LPM,83.67
EZ0226,CALIBRADOR MULTIFUNCION FLUKE 744,198.22
EZ0227,CALIBRADOR/DOCUMENTADOR PROCESOS/ FLUKE ,99.12
EZ0228,FOTOCOPIAS E IMPRESORAS,5.53
EZ0229,FUENTE DE PODER,55.06
EZ0230,GANDOLA CON BATEA,715.71
EZ0231,GANDOLA CON PLATAFORMA PARA MOVILIZAR AN,682.68
EZ0232,GANDOLA PLATAFORMA P/MOVILIZ Y DESM DE T,682.68
EZ0233,GENERADOR DE 300KVA,697.14
EZ0234,GENERADOR ELECTRICO,385.41
EZ0235,GLOBE CORE CMM 4-7/PLANTA DE TRAT ACEITE,495.52
EZ0236,GRASERA MANUAL,37.42
EZ0237,GRUA 140 TON,4404.44
EZ0238,GRUA 20 TON,385.41
EZ0239,GRUA 55 TON,880.87
EZ0240,GRUA 55 TON,935.93
EZ0241,GRUA CELOSIA SOBRE ORUGAS CAPACIDAD 600 ,72801.68
EZ0242,GRUA DE 350 TON,7597.64
EZ0243,GRUA HIDRAUICA 40 TON,440.44
EZ0244,GRUA RIGGI 5 TON ,11.10264813
EZ0245,GRUA TELESCOPICA CAP 30 TON,341.34
EZ0246,GRUA TELESCOPICA CAP 75 TON,429.42
EZ0247,GRUA TELESCOPICA CAPACIDAD = 200 TON,3303.33
EZ0248,GRUA TELESCOPICA CAPACIDAD = 45 TON,649.61
EZ0249,GRUA TELESCOPICA CAPACIDAD 60 TON,1596.61
EZ0250,HERRAMIENTAS ANDAMIEROS,29.72
EZ0251,HERRAMIENTAS DE CORTE P/MAQUINADO,26.42
EZ0252,HERRAMIENTAS DE INSPECCION IBR,16.49
EZ0253,HERRAMIENTAS DE INSPECCION REFRACTARIO,11.01
EZ0254,HERRAMIENTAS DE INTRUMENTACION,220.22
EZ0255,HERRAMIENTAS DE LIMPIEZA,27.53
EZ0256,HERRAMIENTAS DE MEDICION,13.49
EZ0257,HERRAMIENTAS DE MONTAJES MECANICOS,126.63
EZ0258,HERRAMIENTAS DE PRECISION,37.1359835
EZ0259,HERRAMIENTAS ELECTRICAS,220.22
EZ0260,HERRAMIENTAS GENERALES OBRA,115.24
EZ0261,HERRAMIENTAS INSTRUMENTISTA,132.12
EZ0262,"HERRAMIENTAS MENORES P/PETROQUIMICA
",126.63
EZ0263,HERRAMIENTAS MENORES,55.06
EZ0282,"JUEGO DE BROCHAS PEQUEÑAS (1"" - 2"" -2 1/",9.88
EZ0283,"JUEGO DE DADOS CON RATCHET DE 1/2"" ALQ",11.01
EZ0284,JUEGO DE LLAVES AJUSTABLES,22.01
EZ0285,JUEGO DE LLAVES COMBINADAS 14 PZAS,33.06
EZ0286,JUEGO DE LLAVES DE PUA,33.06
EZ0287,"JUEGO DE LLAVES FIJAS COMBINADAS DE 1/4""",3.524
EZ0288,"JUEGO DE RATCHET CUADRANTE 3/8""",7.0472
EZ0289,JUEGO MANOMETRO PARA R-22 / R-407C,4.955699999999999
EZ0290,JUEGO MANOMETRO PARA R-410A,7.5984
EZ0291,KIT DE RODILLO/CAMISA Y BANDEJA PARA PIN,13.21
EZ0292,LAPTOP C/SOFTWARE PARA PRUEBAS ELECTRICA,220.22
EZ0293,LAPTOP CON SOFTWARE,110.11
EZ0294,LAPTOP SONY VAIO MODELO VG170 I5 O SIM,5.53
EZ0295,LAVADEROS,110.11
EZ0296,LAVAMANO CON TANQUE ,22.01
EZ0297,LAVAMANOS (CON 08 TOMAS CADA UNO),8.81
EZ0298,LAVAMANOS DOBLES CON SERVICIO DE LIMPIEZ,440.44
EZ0299,LAVAMANOS  ECOLOGICO CON TANQUE,22.01
EZ0300,LIMPIEZA DE BAÑO MANEJO DE EFLUENTES,16.49
EZ0301,LINTERNA LED INDUSTRIAL,27.53
EZ0302,LOCAL COMEDOR 10 PUESTO,192.7
EZ0303,LOCAL PARA SERVICIO DE AGUA/HIELO,660.67
EZ0304,LOCAL PREPARACION AGUA/ COMIDA,11.6
EZ0305,LUMINARIAS TIPO EXPLOSION PROOF 12 V ALQ,16.49
EZ0306,REMACHADORA,33.06
EZ0307,MANDARRIA,11.01
EZ0308,MANEJO DE DESECHOS,27.53
EZ0309,"MANGUERA ROBUSTA DE 1/2"" X 10 MTS",2.2015
EZ0310,MANGUERAS MULTIUSO 120 PSI,4.1276816
EZ0311,"MANGUERAS Y CONEXIONES CHICAGO 3/4""",44.03
EZ0312,MANOMETRO CERTIFICADOS,99.12
EZ0313,MANOMETRO PATRON,55.06
EZ0314,EQUIPOS PARA MANTENIMIENTO,165.19
EZ0315,MANTENIMIENTO DE BAÑOS,11.01
EZ0316,MAQUINA DE SOLDAR ,3.765819
EZ0317,MAQUINA DE SOLDAR CON ACCESORIOS ,220.22
EZ0318,MAQUINA RECUPERADORA YELLOW JACKET ,44.03
EZ0319,MARIOTA DE FIBRA DE VIDRIO ,33.06
EZ0320,MARQUILLADORA ,22.01
EZ0321,MARTILLO NEUMATICO ,27.53
EZ0322,MATERIAL DE VIDRIO LABORATORIO,1.08
EZ0323,MEDIDOR DE AISLAMIENTO EN EQUIPO ELECTRI,203.7
EZ0324,MEDIDOR DE PELICULA HUMEDA/ESPESOR DE PI,5.53
EZ0325,MEDIDOR DE PELICULA SECA ,5.53
EZ0326,MEDIDOR DE RESIS. DE CONTACTOS AVO MEGGE,281.75
EZ0327,MEDIDOR DE RESISTENCIA DE DERIVADO,132.12
EZ0328,MEDIDOR DE TENSION Y CORRIENTE ELECTRICA,19
SUB102,MONTACARGA 3 TON,385.41
EZ0329,MEGGER ABB P/MOTORES DE MEDIA TENSION,13.764500000000002
EZ0330,MEGGER 10 KV P/MEDIR AISLAMIENTO Y RESIS,8.753851000000001
EZ0331,MEGGER DE 10 KV (ALQUILER),44.03
EZ0332,MEGGER M2S/INYECTOR MONOF CORRIENTE Y VO,220.22
EZ0333,MEDIDOR DE LIQUIDO AISLANTE PORTATIL MEG,220.22
EZ0334,MESA METALICA DE TRABAJO,16.49
EZ0335,MESAS CUADRADRAS CON MANTEL ,1.61
EZ0336,MESAS RECTANGULARES CON MANTEL ,2.72
EZ0337,MESON CON MALLA ,27.53
EZ0338,METALOGRAFICO PORTABLE C/CAMARA DIGITAL ,13.21
EZ0339,MEZCLADOR DE BAJA REVOLUCIONES,33.06
EZ0340,MEZCLADORA P/ENCAPSULADO MATERIALES DE D,352.37
EZ0341,MEZCLADORA DE CONCRETO 50LTS ,49.5
EZ0342,MEZCLADORA PLANETARIA ,104.59
EZ0343,MEZCLADORA PLANETARIA 350 LTS ,231.23
EZ0344,MICROSCOPIO ELECTRONICO DE BARRIDO,13.21
EZ0345,MICROSCOPIO ESTEREOSCOPICO/DISECCION,5.53
EZ0346,MICROSCOPIO OPTICO METALOGRAFICO OLYMPUS,13.21
EZ0347,MINISHOVEL,236.72
EZ0348,MOBILIARIO,11.01
EZ0349,MOBILIARIO TRAILER,25.5679
EZ0350,MOLDE EN T Y PINZA PARA CONEXION EXOTERM,110.11
EZ0351,MONITOR DE SERVICIO FRECUENCIA HASTA 100,550.554
EZ0352,"MONITOR INTELIGENTE DE 32"" ALTA RESOLUCI",9.68976
EZ0353,MONTACARGA 4 TON,330.32
EZ0354,MONTACARGA 8 TON,440.44
EZ0355,MONTACARGA DE 6 TON,440.44
EZ0356,MOVILIZACION ,550.58
EZ0357,MOVILIZACION DE BAÑO,330.32
EZ0358,MOVILIZACION COMEDOR ,165.19
EZ0359,MOVILIZACION DE BAÑO AL LUGAR DE INSTALA,220.22
EZ0360,MOVILIZACION DE EQUIPOS DE ENSAYOS ,550.58
EZ0361,MOVILIZACION LAVAMANO ,165.19
EZ0362,MOVILIZACION TRAILER,440.44
EZ0363,MOVILIZACION /TRANSP Y CARGA DEL CAMPAME,440.44
EZ0364,MICRO-OHMIMETRO MULTI-AMP M400,192.7
EZ0365,MULTIMETRO DIGITAL,33.06
EZ0366,NEVERA EJECUTIVA ,2.37824
EZ0367,NIVEL TIPO TORPEDO,0.4404
EZ0368,OFICINA,29.37
EZ0369,OMICRON CMC356/SISTEMA DE PRUEBAS SECUND,220.22
EZ0370,OMICRON CP TD12/15 MED CAPACITANCIA/DISI,220.22
EZ0371,OMICRON CPCB2/AMPLIFICADOR CORRIENTE HAS,220.22
EZ0372,OMICRON INYECTOR CPC100,803.79
EZ0373,OMICRON PRUEBA SECUN. CMC-356,1005.3
EZ0374,OMICRON SISTEMA DE PRUEBAS PRIMARIO,220.22
EZ0375,OMICRON TESTRANO 660 P/PRUEBAS DE TRX AV,220.22
EZ0376,OTRAS LICENCIAS P/DIA,4.4
