CodEqu,Descri,CosDia
CON011,PLANTA PARA CONCRETO BROCALES-CUNETAS-SU,162.96416900000003
CON012,VIBRADOR P/CONCRETO C/MANGUERA-CABEZAL,46.2462
CON013,"MEZCLADORA P/CONCRETO CAP=0,55 M3 (DIESE",16.95694
CON014,MEZCLADORA P/CONCRETO (TROMPO) 220 LTS,77.06
CON015,MEZCLADORA PLANTA DOSIFICADORA 65 M3/HR,1638.45105
CON016,"MEZCLADORA P/CONCRETO CAP=0,75 M3 30 HP ",198.19962
CON017,TOLVA PARA SAND BLASTING,110.111
CON018,"MANGUERA ARENAL 1 1/4"" SAND BLASTING X 1",18.829
CON019,ACCESORIO PARA EQUIPO SAND BLASTING,308.3096
CON020,MEZCLADORA P/CONCRETO-TROMPO DE 550 LT,132.12
CON021,VIBRADOR A GASOLINA PARA CONCRETO,44.03
CON022,VIBRADOR ELECTRICO PARA CONCRETO,77.06
CON023,MEZCLADORA P/CONCRETO-TROMPO ELECTRICO 1,30.831100000000003
CON024,MEZCLADORA P/CONCRETO DE 220 LTS (TROMPO,77.06
CON025,"EQUIPO P/SAND BLASTING: TOLVA, MANGUERAS",104.05503
CON026,SAMBRON / MOTOCARRETON,165.19
CON027,VIBRADOR DIESEL-GASOIL 8 HP MANG. 4.6 M ,30.8308
CON028,VIBRADOR DIESEL-GASOIL 8 HP MANG. 7 M CA,35.45528
CON029,ENVOLTURA CONTROL ESPARCIMIENTO ARENA SA,22.01
CON030,CORTADORA DE CONCRETO/ASFALTO (TIPO SIER,220.22
CON031,PROYECTOR DE CONCRETO,1.97061
CON032,MEZCLADORA P/CONCRETO TIPO FRANKI,108.554355
CON033,MOTOBOMBEADORA AGUA CENTRIFUGA 30 HP DIE,36.68896
CON034,VIBRADOR P/CONCRETO MOTOR DIESEL-GASOIL,55.06
CON035,PLANTA DOSIFICADORA Y MEZCLADORA  AUTOM.,1274.204
CON036,ALISADOR DE PISOS DE CONCRETO / HELICOPT,66.09
CON037,EQUIPO MENOR DE VACIADO DE CONCRETO,16.49
CON038,EQUIPO MENOR P/VACIADO CONCRETO CON BOMB,27.53
CON039,EQUIPO MENOR PARA  ALCANT. CONCRETO/MORT,6.61
CON040,BOMBA PARA CONCRETO 25 M3/HR,330.33285000000006
CON041,VIBRADOR PARA CONCRETO,8.368265
CON042,HORA DE PLANTA CONCRETO PC-750-18 M3/HR ,18.8686064
CON043,"CORTADORA DE CABILLA HASTA D=1 3/8"" AUTO",5.96913
CON044,DOBLADORA DE CABILLA CON DIAMETRO INFERI,5.6156
CON045,CORTADORA DE CABILLAS,9.88
CON046,EQUIPO P/ENCOFRADO ELEMENT. ESTRUCTURALE,4.4
CON047,CARRETON BUGGY 180 LT RUEDAS DE GOMA,6.60655
CON048,MEZCLADORA P/CONCRETO TROMPO 360 LT,99.12
CON049,MOTOCARRETON / MOTOCARRETILLA,165.19
CON050,SILO SUMINISTRADO POR CEMENTERA LAPSO TO,143.12
CON051,MEZCLADORA P/CONCRETO TROMPO 360 L 8HP G,26.97737
CON052,CIZALLA UNIVERSAL PUNZADORA OMERA 3HP O ,2.5434900000000003
CON053,CIZALLA MANUAL P/CORTE DE ACERO/CABILLA,16.9566
CON054,EQUIPO MEDIANO CABILLERO,4.4
CON055,EQUIPO MENOR PARA TENSADO Y ARMADO C/U,5.53
CON056,DESGASTE DE CORTADORA DE CONCRETO CADA M,7.69
CON057,BOMBA DE PLUMA-JIRAFA P/CONCRETO,330.32
CON058,BOMBA ESTACIONARIA P/CONCRETO,220.22
CON059,BOMBA DE PLUMA-JIRAFA P/CONCRETO HASTA 4,407.41
CON060,MEZCLADORA P/CONCRETO 6 HP (DIESEL),49.54995
CON061,"CORTADORA DE CONCRETO 14"" TIPO CARRO",275.29
CON062,DOBLADORA MANUAL DE CABILLA / ESTRIBOS,2.8117824
CON063,DOBLADORA MANUAL CABILLA DIAMETRO INFERI,6.61
CON064,DOBLADORA AUTOMATICA DE CABILLAS HASTA D,14.3
CON065,PROYECTOR DE CONCRETO / EQUIPO GUNITE,110.11
COP001,TRACTOR CAT D-9 R US SIN RIPPER O SIMILA,3301.65049416
COP002,TRACTOR CAT D-9 R DS CON RIPPER O SIM,4176.03066204
COP003,TRACTOR CAT D-8 R US SIN RIPPER O SIM,2362.4305855
COP004,TRACTOR CAT D-8 R US CON RIPPER O SIM,2616.23634624
COP005,TRACTOR CAT D-7 R O SIM ,2109.94612708
COP006,"CARGADOR DE ORUGAS CAT 933-C 1,3 CY O SI",467.88344874
COP007,"CARGADOR DE ORUGAS CAT 963-B 3,0 M3 O SI",2303.32345212
COP008,"CARGADOR DE ORUGAS CAT 953-C 2,25 CY O S",1710.2754352999998
COP009,"CARGADOR DE CAUCHOS CAT 966-F (5,00 C Y)",1090.9044894
COP010,"CARGADOR DE CAUCHOS CAT 950-F (4,00 C.Y)",744.59662122
COP011,"CARGADOR DE CAUCHOS CAT 988-F (8,0 CYD) ",2066.86190944
COP012,"CARGADOR DE ORUGAS CAT 973 (3,75 CY) SIM",2140.34167809
COP013,MOTOTRAILLA CAT 631E (31 YD3),4623.62286507
COP014,BALLENA CAT 613-11 CY CISTERNA,1511.60319024
COP015,MOTONIVELADORA (PATROL) CAT 140 H,1388.78850024
COP016,MOTONIVELADORA (PATROL) CAT 12-H O SIM.,1284.1755696
COP017,"EXCAVADORA CAT 325 BL O SIM (1,5 M3)",1829.04074934
COP018,"EXCAVADORA CAT 320 B O SIM (1,4 M3)",1444.84398212
COP019,COMPACTADORA RODILLO CAT 825 C PATA DE C,1879.74451302
COP020,COMPACTADOR DE RODILLO CAT 815 C PATA DE,2592.6522486
COP021,COMPACTADORA DE RODILLO CAT 534 C,936.58897405
COP022,COMPACTADORA DE RODILLO CAT 214 C,276.55086564
COP023,COMPACTADORA CAUCHOS TAMPO CAT PS-200-B ,553.6468624400001
COP024,FINISHER PAVIMENTADORA ASFALTO CAT MOD. ,2709.00477985
COP025,TIENDE TUBOS (SIDE BOOM) CAT 572-G 40 TO,1909.40655255
COP026,PERFILADORA DE ASFALTO CAT PR-450-C,5502.440420280001
COP027,RECUPERADORA DE ASFALTO CAT RR-250-B,3506.77884166
COP028,PAVIMENTADORA ASFALTO CAT AP 800 C,4773.860403999999
COP029,TRACTOR CAT D-6 R O SIM,1072.60179184
COP030,PAVIMENTADORA DE ASFALTO CAT AP 1050 B,5397.63903044
COP031,RIPPER PARA TRACTOR CAT D-9,390.5217827
COP032,RIPPER PARA TRACTOR CAT D-8,340.48232109
COP033,CAMION ROQUERO EUCLID MOD. R-35 CAP 17 M,1243.9796927999998
COP034,PERFILADORA DE ASFALTO WIRTGEN 1900 DC,1674.0278286599998
COP035,RECUPERADORA DE ASFALTO CMI RS-500,2582.96079782
COP036,EXCAVADORA O&K RH-30,2904.4517770600005
COP037,PLANTA DE ASFALTO CEDARAPIDS MOD. H50C E,1884.8793689
COP038,"MINICARGADOR MINISHOVEL BOBCAT 763 (0,38",181.27348866000003
COP040,FINISHER ASFALTO CAT MOD. AP 200 C,2169.07306968
COP041,MINIFINISHER ASFALTO LEE BOY MODELO 900,218.55985164
COP042,EXCAVADORA (JUMBO) CASE 9050 B,1595.04414154
COP043,EXCAVADORA (JUMBO) CASE 9030 B,1010.73460446
COP045,CAMIONETA FORD F-150 (SERVICIO AL TALLER,268.7688168
COP046,CAMION FORD F- 350 ENGRASE LIVIANO,274.90291455
COP047,CAMION FORD F- 350 SERVICIO AL CAMPO,341.82844512
COP048,CAMION FORD F350 TECHADO CON ZORRA,287.32342595
COP049,"CAMION FORD F- 350 CON TECHO, LONA Y BAN",259.12633136
COP050,CAMION FORD F- 7000 ENGRASE,646.12118772
COP051,CAMION FORD F- 7000 ESTACAS,325.13342282
COP052,CAMION FORD F- 7000 VOLTEO (6 M3),381.79103631
COP053,CAMION CISTERNA IVECO MP 190 E31H 20 TON,820.2990064500001
COP055,CAMION IVECO IMPRIMADOR ROSCO MP 190 31H,514.4318218
COP056,CAMION IVECO MP190 E-31H 20 TON 13000 LT,523.5313402800001
COP057,CAMION IVECO MP-380-E37 H ROQUERO (CAP 2,865.0922571
COP058,CAMION IVECO MP-380-E37 H VOLTEO 15 M3/2,886.31605067
COP059,CHUTO MACK R-688 SX-HD (35 TON),867.3537703599999
COP060,CHUTO MACK MOD. R-686 LD (25 TON),767.8404276399999
COP061,CAMION PLATAFORMA MACK R-686-SX-LD (25 T,647.672596
COP062,BARREDORA MECANICA CHASIS FORD F-7000,932.17125756
COP070,REMOLQUE ORINOCO CISTERNA 3 EJES 45000 L,140.08089082
COP071,SEMI-REMOLQUE ORINOCO SILOS DE CEMENTO 4,179.6680305
COP072,LOW-BOY ORINOCO L860M-CCB-CD-26 (60 TON),250.78375413000003
COP073,BATEA ORINOCO 3 EJES (CAP. 45TON),205.20901236
COP074,CAMIONETA FORD F-150,213.81459112
COP075,CAMION FORD F- 350 ESTACAS,282.85520615
EZ0096,CAMION VOLTEO DE 8 M3,220.22
COP076,RETROEXCAVADORA CASE 580 SUPER L O SIM,747.83834296
COP077,RETROEXCAVADORA CAT 416B,762.2849114400001
COP078,RETROEXCAVADORA CASE 580 K O SIM,420.05123472
COP079,COMPACTADORA DE RODILLO CAT CB-224-C,532.9589933
COP200,TRACTOR CATERPILLAR D3G XL,514.03102569
COP201,TRACTOR CATERPILLAR D3G LGP,536.0906203200001
COP202,TRACTOR CATERPILLAR D4G XL,556.39398621
COP203,TRACTOR CATERPILLAR D4G LGP,583.98225848
COP204,TRACTOR CATERPILLAR D5G XL ,627.6159266
COP205,TRACTOR CATERPILLAR D5G LGP,638.5829868
COP206,TRACTOR CATERPILLAR D6R FTC,1311.7022119500002
COP207,TRACTOR CATERPILLAR D6R STD PS DS,1334.9345194799998
COP208,TRACTOR CATERPILLAR D6R LGP,1427.63269635
COP209,TRACTOR CATERPILLAR D6M XL,1231.3900962
COP210,TRACTOR CATERPILLAR D6M LGP,1287.0098019000002
COP211,TRACTOR CATERPILLAR D7R LGP II,2107.48634318
COP212,TRACTOR CATERPILLAR D7R-DS II,1687.50310512
COP213,TRACTOR CATERPILLAR D8R II,2294.2554217
COP214,TRACTOR CATERPILLAR D10R,3867.0845684
COP215,TRACTOR JOHN DEERE 750C SERIE II,1089.7733891100002
COP216,TRACTOR JOHN DEERE 850C SERIE II,1320.5064561
COP217,TRACTOR JOHN DEERE 450H,415.41872544000006
COP218,TRACTOR JOHN DEERE 550H LT,505.30854453
COP219,TRACTOR JOHN DEERE 650H LT,555.7955632200001
COP220,TRACTOR JOHN DEERE 1050C,2422.49967614
COP221,EXCAVADORA CATERPILLAR 311B,643.4489042399999
COP222,EXCAVADORA CATERPILLAR 312C,697.3988112
COP223,EXCAVADORA CATERPILLAR 315C,837.48838598
COP224,EXCAVADORA CATERPILLAR 320 CL ,1131.3493704
COP225,EXCAVADORA CATERPILLAR 322 CL ,1361.50813125
COP226,EXCAVADORA CATERPILLAR 325 CL ,1563.15259232
COP227,EXCAVADORA CATERPILLAR 330 CL ,1722.93699611
COP228,EXCAVADORA CATERPILLAR 345 BL II ,2209.2160753200005
COP229,EXCAVADORA CATERPILLAR 365 B ME,3218.18327207
COP230,EXCAVADORA JOHN DEERE 200 C LC,1147.5214152
COP231,EXCAVADORA JOHN DEERE 120C,859.3161637200001
COP232,EXCAVADORA JOHN DEERE 160 LC,1000.97113488
COP233,EXCAVADORA JOHN DEERE 230 CLC,1389.09702715
COP234,EXCAVADORA JOHN DEERE 270 C LC,1542.29262779
COP235,EXCAVADORA JOHN DEERE 330 CLC,1810.76965856
COP236,EXCAVADORA JOHN DEERE 450 CLC,2292.2527346
COP237,EXCAVADORA JOHN DEERE 600C,3315.484752
COP238,EXCAVADORA VOLVO EC 140,812.40982459
COP239,EXCAVADORA VOLVO EC 210,1052.50099968
COP240,EXCAVADORA VOLVO  EC 240,1216.4506159399998
COP242,EXCAVADORA VOLVO  EC 360,1639.4559883999998
COP243,EXCAVADORA VOLVO  EC 460,2227.73914228
COP244,EXCAVADORA O&K RH-30,3926.42292
COP245,EXCAVADORA O&K RH-40,4779.49471748
COP246,EXCAVADORA LIEBHERR R-942,1739.2457805300005
COP247,EXCAVADORA LIEBHERR R-962,2561.33432751
COP248,EXCAVADORA KOBELCO SK400,2479.62261885
COP249,EXCAVADORA KOBELCO SK200,1205.51437578
COP250,EXCAVADORA KOMATSU PC-200,1348.27250625
COP251,CARGADOR DE RUEDAS CATERPILLAR 914G,553.7146414599999
COP252,CARGADOR DE RUEDAS CATERPILLAR 924G,664.1530255
COP253,CARGADOR DE RUEDAS CATERPILLAR 928G,1172.07711165
COP254,CARGADOR DE RUEDAS CATERPILLAR 938G,1232.66879946
COP255,CARGADOR DE RUEDAS CATERPILLAR 950G,1132.1373205799998
COP256,CARGADOR DE RUEDAS CATERPILLAR 966E II,1574.41631333
COP257,CARGADOR DE RUEDAS CATERPILLAR 972G II,1694.99605149
COP258,CARGADOR DE RUEDAS CATERPILLAR 988G,3031.5978594
COP259,CARGADOR DE RUEDAS CATERPILLAR 990 II,4698.7988936
COP260,CARGADOR DE RUEDAS JOHN DEERE 444H,649.56088593
COP261,CARGADOR DE RUEDAS JOHN DEERE 544H,784.63813809
COP262,CARGADOR DE RUEDAS JOHN DEERE 644H,1186.5759939
COP263,CARGADOR DE RUEDAS JOHN DEERE 744H,1686.8751004799997
COP264,CARGADOR DE RUEDAS VOLVO L50D,643.91444752
COP265,CARGADOR DE RUEDAS VOLVO L70D,789.3216368399999
COP266,CARGADOR DE RUEDAS VOLVO L90D,969.17312855
COP267,CARGADOR DE RUEDAS VOLVO L120D,1134.0970418400002
COP268,CARGADOR DE RUEDAS VOLVO L150D,1518.29949432
COP269,CARGADOR DE RUEDAS VOLVO L180D,1664.8154304
COP270,CARGADOR DE RUEDAS VOLVO L220D,2180.2348272
COP271,CARGADOR DE RUEDAS VOLVO L330D,3345.934509
COP272,CARGADOR DE RUEDAS CASE 521D,623.11801098
COP273,CARGADOR DE RUEDAS CASE 621C,813.09777032
COP274,CARGADOR DE RUEDAS CASE 721C,1349.16967038
COP275,CARGADOR DE RUEDAS CASE 821C,1210.40022025
COP276,CARGADOR DE RUEDAS CASE 921C,1542.72856608
COP277,CARGADOR DE RUEDAS DRESSER 510D,643.6972942399999
COP278,CARGADOR DE ORUGA CATERPILLAR 939C,813.05494608
COP279,CARGADOR DE ORUGA CATERPILLAR 953C,1265.9303049799998
COP280,CARGADOR DE ORUGA CATERPILLAR 963C,1603.6338787200002
COP281,CARGADOR DE ORUGA CATERPILLAR 973C,2320.59496884
COP282,CARGADOR DE ORUGA JOHN DEERE 455G,685.3984959400001
COP283,CARGADOR DE ORUGA JOHN DEERE 555G,860.5485765
COP284,CARGADOR DE ORUGA JOHN DEERE 655C,1269.23798925
COP285,CARGADOR DE ORUGA JOHN DEERE 755C,1411.2295023
COP286,MOTOTRAILLA CATERPILLAR 631G,4211.87606872
COP287,MOTOTRAILLA CATERPILLAR 651E,5590.8179820000005
COP288,CARGADOR CATERPILLAR IT28G C/ACCESORIO D,991.20057456
COP289,RETROEXCAVADORA CATERPILLAR 416D 4 X 2,580.02907952
COP290,RETROEXCAVADORA CATERPILLAR 416D 4X4,529.44525216
COP291,RETROEXCAVADORA CATERPILLAR 446B 4X2,721.9973560799999
COP292,RETROEXCAVADORA CATERPILLAR 446B 4X4,748.6621912
COP293,RETROEXCAVADORA CATERPILLAR 420D 4X2,556.7769921600001
COP294,RETROEXCAVADORA CATERPILLAR 420D 4X4,579.0405206
COP295,RETROEXCAVADORA CATERPILLAR 430D 4X2,625.3525492499999
COP296,RETROEXCAVADORA CATERPILLAR 430D 4X4,647.51295162
COP297,RETROEXCAVADORA JOHN DEERE 310G,427.8662795
COP298,RETROEXCAVADORA JOHN DEERE 310SG,486.61408896
COP299,RETROEXCAVADORA JOHN DEERE 410G,550.4367576999999
COP300,RETROEXCAVADORA JOHN DEERE 710G,860.2825534799999
COP301,RETROEXCAVADORA VOLVO BL 70,577.52182845
COP302,RETROEXCAVADORA CASE 580MT,434.76121623
COP303,RETROEXCAVADORA CASE 580SM 4X4,543.7064019000001
COP304,RETROEXCAVADORA CASE 590SM,557.9834716
COP305,RETROEXCAVADORA M FERGUSSON MF-86HS,467.58283134
COP306,MOTONIVELADORA CATERPILLAR 120H,909.23433447
COP307,MOTONIVELADORA CATERPILLAR 135H,961.94160882
COP308,MOTONIVELADORA CATERPILLAR 14H,1781.2367680800005
COP309,MOTONIVELADORA CATERPILLAR 160H,1296.22125204
COP310,MOTONIVELADORA CATERPILLAR 16H,2470.5015244
COP311,MOTONIVELADORA JOHN DEERE 670C II,872.6151873599999
COP312,MOTONIVELADORA JOHN DEERE 670CH II,906.38539307
COP313,MOTONIVELADORA JOHN DEERE 672CH II,1003.79939048
COP314,MOTONIVELADORA JOHN DEERE 770C II,1072.9539666
COP315,MOTONIVELADORA JOHN DEERE 770CH II,1205.60305376
COP316,MOTONIVELADORA JOHN DEERE 772CH II,1336.30703682
COP317,MOTONIVELADORA VOLVO 710A,874.98393576
COP318,MOTONIVELADORA VOLVO 720A,1083.44070813
COP319,COMPACTADOR CATERPILLAR 816F,2229.6147588
COP320,COMPACTADOR CATERPILLAR 826 G II,3180.5165083700003
COP321,COMPACTADOR CATERPILLAR 836 G,4065.0499164
COP322,VIBROCOMPACTADOR CATERPILLAR CS-323C,553.50032673
COP323,VIBROCOMPACTADOR CATERPILLAR CP-323C,596.3624039099999
COP324,VIBROCOMPACTADOR CATERPILLAR CS-433C,645.2463183399999
COP325,VIBROCOMPACTADOR CATERPILLAR CP-433C,699.21883141
COP326,VIBROCOMPACTADOR CATERPILLAR CS-533D,719.60852496
COP327,VIBROCOMPACTADOR CATERPILLAR CP-533D,781.91642766
COP328,VIBROCOMPACTADOR CATERPILLAR CS-563D,821.6575626000001
COP329,VIBROCOMPACTADOR CATERPILLAR CP-563D,912.85934433
COP330,VIBROCOMPACTADOR BOMAG BW 142,517.48639581
COP331,VIBROCOMPACTADOR BOMAG BW 127,1180.69862592
COP332,VIBROCOMPACTADOR BOMAG BW 219,1296.13453296
COP333,VIBROCOMPACTADOR INGERSOLLRAND SD 100,958.60349
COP334,VIBROCOMPACTADOR INGERSOLLRAND SD 180,1668.0608490000002
COP335,VIBROCOMPACTADOR INGERSOLLRAND SP 60,1368.4620252900002
COP336,VIBROCOMPACTADOR DYNAPAC CA250PD,807.68083796
COP337,VIBROCOMPACTADOR HAMM 2522,1686.34216212
COP338,VIBROCOMPACTADOR CATERPILLAR CB-224D,475.56242678
COP339,VIBROCOMPACTADOR CATERPILLAR CB-434D,916.72338708
COP340,VIBROCOMPACTADOR CATERPILLAR CB-534C,1069.0325709
COP341,VIBROCOMPACTADOR CATERPILLAR CB-634C,1293.92881035
COP342,COMPACTADOR DE PAVIMENTOS CATERPILLAR PS,862.28458875
COP343,COMPACTADOR DE PAVIMENTOS CATERPILLAR PS,975.0924659
COP344,COMPACTADOR DE PAVIMENTOS CATERPILLAR PS,1519.38773697
COP345,COMPACTADOR DE PAVIMENTOS CATERPILLAR PS,1564.2800028
COP346,CAMION ARTICULADO CATERPILLAR 725,2979.2392005
COP347,CAMION ARTICULADO CATERPILLAR 735,2589.1289644
COP348,CAMION ARTICULADO CATERPILLAR 740,2883.51133196
EZ0264,HERRAMIENTAS MONTAJE MECANICO,33.06
EZ0265,HERRAMIENTAS P/INSTALACION DE FIBRA ,88.05
EZ0266,HERRAMIENTAS P/INSTALACION AISLAMIENTO,71.59
EZ0267,HERRAMIENTAS P/PINTURA-SISTEMA IGNICION ,104.59
EZ0268,HERRAMIENTAS REFRACTARISTA ,253.28
EZ0269,"HERRAMIENTAS VARIAS / CARRETILLA, PALAS,",110.11
EZ0270,HERRAMIENTAS VARIAS DE MEDICION,198.22
EZ0271,HERRAMIENTAS VARIAS INTRUMENTISTA,154.17
EZ0272,"HERRAMIENTAS / ESMERIL, EXTENSIONES ELEC",16.49
EZ0273,HERRAMIENTRAS PARA ALBAÑIL,126.63
EZ0274,HIDROLIMPIADOR / HIDROJET ,99.12
EZ0275,HORNO DE SECADO PROGRAMABLE,30.555858000000004
EZ0276,HORNO REGULADOR,684.44964
EZ0277,IMPRESORA DE MARQUILLAS,32.17
EZ0278,INCINERADOR DE DESECHOS,990.99
EZ0279,INDUCTOR DE CALOR,45.9053517
EZ0280,ISA CBA1000/ ANALIZADOR DE INTERRUPTORES,220.22
EZ0281,"JUEGO LLAVES GOLPE HASTA 2""",27.53
MOV058,MOTONIVELADORA CAT 12 H (PATROL) O SIMIL,1273.98
MOV059,TRACTOR (BULLDOZER) CAT D4K PALA ANGULAR,545.03
MOV060,TRACTOR CAT D11T,5099.67876987
MOV061,TRACTOR CAT D11R,4294.327258
MOV062,EXCAVADORA PARA MUROS COLADOS TIPO ALMEJ,990.99
MOV063,CONEXION BARREDORA DE MATERIAL EN MUROS ,52.87
MOV064,EXCAVADORA VOLVO  EC 290,1190.4114336
MOV065,RETROEXCAVADORA CASE 590 SN O SIM (2016),462.46602
MOV066,EXCAVADORA VOLVO  EC 250D,418.42
MOV067,EXCAVADORA KOMATSU PC-220,418.42
MOV068,EXCAVADORA KOMATSU PC-220 CON MARTILLO,550.58
MOV069,CARGADOR DE RUEDAS KOMATSU WA380,440.44
MOV070,VIBROCOMPACTADORA 10T VOLVO,330.32
MOV071,RETROEXCAVADORA CAT 416E,374.39
MOV072,EXCAVADORA KOMATSU PC-200,385.41
MOV073,EXCAVADORA VOLVO  EC 220D,385.41
QUI002,BOMBA DE DOSIFICACION PRODUCTOS,64.24
QUI003,TANQUE DE DOSIFICACION PRODUCTOS,13.75
QUI004,CUPONERAS,18.35
QUI005,INSTRUMENTACION,183.53
QUI006,MONITOR DE DEPOSITOS,110.11
QUI007,MANTENIMIENTO DE EQUIPOS,37.3
QUI008,TRANSPORTE INTERNO Y EXTERNO ESPECIALIZA,631.46
QUI009,BANDEJA ANTIDERRAME,220.22
SEG001,EXTINTOR DE INCENDIO PARA SEGURIDAD,1.45885
SEG002,JUEGO DE SEÑALES DE PREVENCION Y PELIGRO,0.1211999999999999
SEG004,CONO PLASTICO PARA SEÑALIZACION VIAL,0.33036
SEG005,"CONO DE SEÑALIZACION, POLIETILENO D=28X2",0.9246
SEG006,CONO DE SEÑALIZACION DE POLIETILENO D=35,1.1012000000000002
SEG007,TAMBORES PARA SEÑALIZACION C/PINTURA REF,2.7527500000000003
SEG008,EQUIPO BASICO DE SEÑALIZACION,4.4
SEG009,CASCO PLASTICO SEGURIDAD CERTIFICADO C/B,0.43604
SEG010,BOTA DE GOMA-PLASTICA CAÑA LARGA CON PUN,1.09098
SEG011,BOTA DE GOMA-PLASTICA CAÑA CORTA C/PUNTA,0.8259
SEG012,CASCO ESPECIAL DE SEGURIDAD P/CONSTRUCCC,0.3742
SEG013,BOTA DE OBRERO PARA LA CONSTRUCCION,0.56808
SEG014,MASCARILLA SEGURIDAD CON CARTUCHO 1/2 CA,0.72633
EZ0097,CAMIONETA,66.09
SEG015,TAPA OREJA/OIDO ANTIRRUIDO,0.3567599999999999
SEG016,CINTURON DE SEGURIDAD,3.28
SEG017,CUERDA/CORDON DE SEGURIDAD L= 150 MT 1/2,1.61
SEG018,CONO DE SEÑALIZACION CON BANDA REFLECTIV,0.8259
SEG019,POSTE DE SEÑALIZACION CON BANDA REFLECTI,1.056
SEG020,EQUIPO DE RAPEL P/FACHADAS C/LINEA DE VI,0.55055
SEG021,EQUIPO DE APOYO Y TABLA P/PINTAR RAPEL F,0.6056
SEG022,IMPERMEABLE TIPO GABAN / PONCHO,0.0286
SEG023,BOTELLON DE AGUA POTABLE (ENVASE),0.06606
SEG024,BOTA DE SEGURIDAD PUNTA DE HIERRO,0.8060400000000001
SEG025,CASCO DE PLASTICO PARA CONSTRUCCION,0.3524
SEG026,FAJA DE SEGURIDAD PARA CARGAR,0.5506000000000001
SEG027,LENTES TRANSPARENTES DE SEGURIDAD,0.6916000000000001
SEG028,MASCARILLA SEGURIDAD DESECHABLE,1.18
SEG029,BRAGA DRILL DE OBRERO,0.87219
SEG030,CAMISA DE OBRERO,0.5441699999999999
SEG031,"PANTALON DE OBRERO, USO INDUSTRIAL",0.5441699999999999
SEG032,EXTINTOR DE INCENDIO 20 LBS C02 P/SEGURI,3.4134
SEG033,EXTINTOR DE INCENDIO 20 LBS POLVO QUIMIC,0.55055
SEG034,BOTA DE SEGURIDAD PUNTA HIERRO SUPERVISO,1.1232
SEG035,BOTA DE SEGURIDAD PUNTA HIERRO INDUSTRIA,1.0176
SEG036,BOTA DE SEGURIDAD PUNTA HIERRO ASILADA,1.044
SEG037,AMBULANCIA EN SITIO (ALQUILER),198.22
SEG038,CARETA PARA ESMERILAR,0.1762
SEG039,LENTES CON VISERA PARA SOLDADURA AUTOGEN,0.124
SEG040,LOGISTICA/BIOSEGURIDAD-ANEXAR LISTADO SE,0
SEG041,LENTES PROTECCION TIPO AVISPA TRANSPAREN,0.328
SEG042,MONOLENTE PROTECCION TRANSPARENTE,0.3871
COP349,CAMION ARTICULADO JOHN DEERE 250D,2084.6481295000003
COP350,CAMION ARTICULADO JOHN DEERE 300D,2253.3872648
COP351,TRACTOR JOHN DEERE 350D,2704.82149552
COP352,CAMION ARTICULADO JOHN DEERE 400D,3059.77862615
COP353,CAMION ARTICULADO VOLVO A25 D,1831.718098
COP354,CAMION ARTICULADO VOLVO A30 D,2075.26343822
COP355,CAMION ARTICULADO VOLVO A35 D,2521.30562497
COP356,CAMION ARTICULADO VOLVO A40 D,2853.40076742
COP357,CAMION ROQUERO EUCLID EH-650,1965.9745752500005
COP358,CAMION VOLTEO CATERPILLAR 769D,2881.7737639200004
COP359,CAMION VOLTEO CATERPILLAR 771D,3001.56885436
COP360,CAMION VOLTEO CATERPILLAR 773E,3919.34476188
COP361,CAMION VOLTEO CATERPILLAR 777D,5838.581686740001
COP362,MINICARGADOR CATERPILLAR 216,232.68409908
COP363,MINICARGADOR CATERPILLAR 226,238.61540938
COP364,MINICARGADOR CATERPILLAR 236,275.81438774000003
COP365,MINICARGADOR CATERPILLAR 246,330.34631149
COP366,MINICARGADOR JOHN DEERE 240 SSL,231.60206476
COP367,MINICARGADOR JOHN DEERE 250 SSL,265.22133912
COP368,MINICARGADOR JOHN DEERE 260 SSL,321.87225273
COP369,MINICARGADOR JOHN DEERE 270 SSL,379.15638388
COP370,MINICARGADOR JOHN DEERE 280 SSL,427.3858992
COP371,MINICARGADOR BOBCAT 753,278.77074918
COP372,MINICARGADOR BOBCAT 863,418.845609
COP373,MINICARGADOR BOBCAT 963,653.10346509
COP374,MINICARGADOR BOBCAT 553,172.22106180999998
COP375,MINICARGADOR BOBCAT 463,131.8374936
COP376,MINICARGADOR MUSTANG 940,272.9346659
COP377,MINICARGADOR CASE 85XT,468.24949958
COP378,MINICARGADOR CASE 40XT,275.63683255
COP379,MINICARGADOR CASE 60XT,391.1603997
COP380,GRUA DE PLUMA CELOSIA SOBRE ORUGA AMERIC,3846.12865148
COP381,GRUA DE PLUMA CELOSIA SOBRE ORUGA AMERIC,2221.35274088
COP382,GRUA DE PLUMA CELOSIA SOBRE ORUGA AMERIC,2129.81226016
COP383,GRUA DE PLUMA CELOSIA SOBRE ORUGA AMERIC,2092.26303693
COP384,GRUA DE PLUMA CELOSIA SOBRE ORUGA AMERIC,3069.47590393
COP385,GRUA HIDRAULICA P/TERRENO AGRESTE GROVE ,2023.3446954
COP386,GRUA HIDRAULICA P/TERRENO AGRESTE GROVE ,1519.5128505700002
COP387,VIBROCOMPACTADORA RODILLO SIMPLE DYNAPAC,991.2381498
COP388,FRESADORA WRITGEN W1000F,3138.61511865
COP389,FRESADORA WRITGEN W500,1567.77712199
