CodMat,Descri,CosMat
ARB016,GRAMA PELO DE INDIO POR M2,4.51
ARB017,SUBE Y BAJA 3 UNID. 6 ASIENTOS (PARQUE),1601.21
ARB018,COLUMPIO DE 1 CUERPO 3 ASIENTOS (PARQUE),1018.23
ARB019,"APAMATE MEDIANO 1,5 M (PLANTA-ARBUSTO)",33.09
ARB020,"GRAMA PELO DE INDIO (1,5 M2/SACO)",6.07
ARB021,"GRAMA TIPO SAN AGUSTIN 1,5 M2/SACO",7.69
ARB022,GRAMA TIPO JAPONESA POR M2,11.02
ARB023,FAJINA LARGO=1.80 MTS PARA TALUDES (MADE,0.23
ARB024,TRINITARIA MEDIANA / PLANTA - ARBUSTO <1,9.88
ARB025,PINO ENANO 40 CM / PLANTA-ARBUSTO,17.64
ARB026,FICUS MEDIANO / PLANTA-ARBUSTO <1M,13.22
ARB027,PALMERA Y 4 SOPORTES PROV PLANTA-ARBUSTO,33.09
ARB028,"ARBUSTOS, VEGETACION Y DECORACION P/PAIS",0.74
ARB029,FAJINA LEÑOSA DE MADERA O SIMILAR,0.21
ARB030,"ARCO FUTBOLITO 2"" MALLA CICLON GALV. CAN",771.4
ARB031,"SABILA - ALOE (PLANTA ARBUSTO) <0,3M",6.62
ARB032,TOBOGAN RECTO L= 4 M LAMINA GALVAN. (PAR,1542.77
ARB033,RUEDA GIRATORIA P/PARQUE DIAM= 1.60 MT,991.78
ARB034,SILLAS METALICAS PLEGABLES,93.67
ARB035,BANCO DE MADERA P/PARQUE CON ESPALDAR L=,418.76
ARB036,"RUEDA GIRATORIA D=1,75 P/ PARQUE",859.57
ARB037,TOBOGAN RECTO L= 3 M LAMINA GALVANIZADA ,1237.54
ARB038,ASPERSOR P/RIEGO C/ESTACA 1 VIA,19.84
ARB039,CONECTOR DE BRONCE P/MANGUERA DE RIEGO A,4.41
ARB040,MANGUERA PLASTICA T/CULEBRA RIEGO D= 1/2,2.39
ARB041,MANGUERA PLASTICA T/CULEBRA RIEGO D= 3/4,3.28
MZ0489,MORTERO HIDROFUGO,198.38
ARB042,PICO DE BRONCE P/MANGUERA DE RIEGO,15.16
ARB043,BANCO DE MADERA P/PARQUE CON ESPALDAR L=,551.02
ARB044,MALLA VOLEY BALL CON PARALES (CANCHA/PAR,420.97
ARB045,"TABLERO, BASE Y MALLA BASKETBALL (CANCHA",595.07
ARB046,ARCO FUTBOLITO COMPLETO REMOVIBLE (CANCH,881.57
ARB047,TABLERO BASKET-TORRE ARO MALLA CANCHA/PA,738.34
ARB048,TABLERO BASKETBALL FIB. VIDRIO C/ARO MAL,1146.05
ARB049,TORRE P/SOPORTE TABLERO BASKETBALL/PARQU,71.65
ARB050,TIERRA NEGRA ABONADA (JARDINERIA) EN SAC,5.21
ARB051,GRAMA ARTIFICIAL / CESPED SINTETICO H=32,28.4
ARB052,MALLA DE FUTBOLITO,187.34
ARB053,SACO DE ABONO,12.13
ARB054,MALLA VOLEY BALL SIN PARALES (CANCHA/PAR,165.32
ARB055,MALLA BASKETBALL SIN PARALES (CANCHA/PAR,27.55
ARB056,MALLA DE FUTBOLITO  FLEXIBLE (CANCHA/PAR,273.32
ARB057,RUEDA GIRATORIA P/PARQUE DIAM= 1.90 MT,995.12
ARB058,"GRAMA ESMERALDA EN SACO (0,5 M2/SCO)",7.69
ARB059,ROSA/FLOR PLANTA-ARBUSTO <1M,13.22
ARB060,ARO FIJO Y MALLA P/BASKET (CANCHA/PARQUE,77.13
ARB061,TABLERO MOVIL BASKET-TORRE ARO MALLA /PA,1221.01
ARB062,ALQUITRAN VEGETAL ENVACE DE 125 ML,12.36
ARB063,SABILA - ALOE (PLANTA ARBUSTO) MEDIANA,11.02
ARB064,GRAMA ARTIFICIAL / CESPED SINTETICO H=40,29.74
ARB065,GRAMA ARTIFICIAL / CESPED SINTETICO H=15,19.84
ARB066,GRAMA ARTIFICIAL / CESPED SINTETICO H=30,26.45
ARB067,GRAMA ARTIFICIAL / CESPED SINTETICO H=22,22.02
ARB068,CHAGUARAMOS PEQUEÑO DE JARDIN,33.09
ARB069,"PALMA BISMARCKIA NOBILIS O SIM X 2,5 MT",104.68
ARB070,CEDRO P/SIEMBRA /PLANTA ARBUSTO,22.02
ARB071,FLAMBOYANT ENANO P/SIEMBRA /PLANTA ARBUS,11.02
ARB072,CEIBA P/SIEMBRA /PLANTA ARBUSTO <1M,33.09
ARB073,GRAMA ARTIFICIAL HOLANDESA H=28 MM,44.07
ARB074,NIÑA BONITA /PLANTA ARBUSTO,8.81
ARB075,TRINITARIA GRANDE / PLANTA - ARBUSTO >1M,22.02
ARB076,GRAMA ARTIFICIAL HOLANDESA H=26 MM,40.45
ARB077,GRAMA ARTIFICIAL HOLANDESA H=30 MM,47.7
ARB078,GRAMA ARTIFICIAL HOLANDESA H=30 MM,51.29
ARB079,ACACIA PARA SIEMBRA / PLANTA-ARBUSTO H=1,33.09
ARB080,PALMA - PALMERA (PLANTA/ARBUSTO) <2 M,55.1
ARB081,PLANTA-ARBUSTO VETIVER P/REFORESTAR TALU,0.34
ARB082,"APAMATE MEDIANO 2,0 M (PLANTA-ARBUSTO)",44.07
ARB083,CAOBA ANTILLAS (PLANTA - ARBUSTO) 2 M,33.09
ARB084,BASE DE HIERRO ANCLAJE EN CONCRETO DE PA,165.32
ARC001,"BLOQUE*  PLATABANDA ARCILLA 15X20X40-5,2",0.74
ARC002,BLOQUE ARCILLA PLATABANDA 25X20X40 8/M2 ,0.61
ARC003,BLOQUE*  PLATABANDA ARCILLA 25X20X40-10 ,0.76
ARC004,"BLOQUE TABELON ARCILLA 6 X 20 X 80 (6,20",2.31
ARC005,BLOQUE*  DE ARCILLA 10 X 20 X 30 CM PMVP,0.61
ARC006,BLOQUE*  DE ARCILLA 15 X 20 X 30 CM PMVP,0.69
ARC007,BLOQUE DE ARCILLA P/PARED 20 X 20 X 30 #,0.93
ARC008,TECHO DE TEJA CRIOLLA DE ARCILLA,26.45
ARC009,TABLITA LISA DE ARCILLA,18.73
ARC010,BALDOSA CAICO LISO / ARCILLA VITRIFICADA,26.45
ARC011,BLOQUE*  PLATABANDA ARCILLA 20X20X40 P=7,0.74
ARC012,BLOQUE*  PLATABANDA ARCILLA 30X20X40 14 ,0.79
ARC013,BLOQUE*  DE ARCILLA 12 X 20 X 30 CM PMVP,0.64
ARC014,BLOQUE DE ARCILLA P/PARED 08 X 20 X 30 #,0.37
ARC015,LADRILLO ARCILLA PERFORADO REDONDO-O.L 5,0.42
ARC016,LADRILLO ARCILLA MACIZO 06X12X25 CM O. L,1.31
ARC017,BALDOSA GRAVEUCA 20  X 20  ART 389,4.41
ARC018,BALDOSA DE CAICO LISO / ARCILLA,25.36
ARC019,LADRILLO ARCILLA PERFORADO SENCILLO O.L ,0.42
ARC020,LADRILLO ARCILLA CRIOLLITO 11X03X24,0.67
ARC021,TABLITA DOBLE ARCILLA OBRA LIMPIA (EN PL,0.32
ARC037,BLOQUE DE ARCILLA P/PARED 12 X 20 X 30 #,0.65
ARC038,BLOQUE ARCILLA VENTILAC. 2 HUECOS 11X11X,1.29
ARC039,BLOQUE ARCILLA VENTILACION ESTRELLA 15X1,1.18
ARC040,BLOQUE ARCILLA VENTILAC.1 HUECO 12X12X12,1.08
ARC041,ESQUINERO ARCILLA LISO 05X11X24,0.64
ARC042,ESQUINERO ARCILLA DE TACO 05X11X24,0.53
ARC043,BLOQUE*  PARED ARCILLA 20X20 X30 16/M2-6,0.74
ARC044,PANELA DOBLE DE ARCILLA 30 X 30 X 4 P/PI,1.08
ARC045,PANELA DOBLE DE ARCILLA 20 X 20 X 4 P/PI,0.74
ARC046,LADRILLO ARCILLA CRIOLLO MACIZO 5 X 11 X,1.6
ARC047,"BLOQUE TABELON ARCILLA 8 X 20 X 60 (8,33",2.31
ARC048,LADRILLO ARCILLA MACIZO 06X12X24 CM,1.34
ARC049,LADRILLO ARCILLA PERFORADO DE CUÑA 05X11,0.42
ARC050,LADRILLO ARCILLA PERFORADO CASITAS O.L 5,0.32
ARC051,MITAD TABLITA ARCILLA SENCILLA RUSTICA 0,0.32
ARC052,BLOQUE*  P/TECHO Y PLATABANDA TABLON 6X2,1.5
ARC053,BLOQUE*  P/TECHO Y PLATABANDA TABLON 8X2,1.61
ARC054,LADRILLO ARCILLA DE TACO 05X11X24,0.42
ARC055,LADRILLO ARCILLA MACIZO CORRIENTE 05 X 1,1.08
ARC056,PANELA RUSTICA DE ARCILLA 20 X 20 X 1 PI,0.69
ARC057,TEJA CRIOLLA ARCILLA 16X4O CM PRECIO DE ,1.08
ARC058,CUÑAS CIRCULARES (ARCILLA),0.21
ARC059,PANELA RUSTICA DE ARCILLA 15 X 15 X 1 PI,0.48
ARC060,TABLITA ARCILLA RUSTICA 5 X 24 X 1,0.64
ARC061,TABLITA RUSTICA ARCILLA 11 X 24 X 1 DOBL,0.48
ARC062,TABLITA RUSTICA ARCILLA 5.5 X 1 X 24,0.42
ARC063,TABLITA DOBLE LISA ARCILLA O.L 5X5X24 (3,0.56
QUI054,GEOMALLA VERDE,4.05
ARC064,TABLITA LISA DE ARCILLA O.L 05X05X24,0.53
ARC065,TABLITA DE TACO ARCILLA O.L 03 X 05 X 24,0.39
ARC066,ESQUINERO ARCILLA DOBLE DE TACO O.L 05X1,0.21
ARC067,ESQUINERO ARCILLA VERTICAL 05X05X24,0.23
ARC068,BLOQUE ARCILLA VENTILACION UN HUECO 11X1,0.97
ARC069,BLOQUE ARCILLA VENTILACION O.L 11X11X20,0.64
ARC070,BLOQUE DE ARCILLA ORNAMENTAL O.L 15X15X2,0.85
ARC071,TEJA*  CRIOLLA DE ARCILLA 16X4O CMS PMVP,0.64
ARC072,MEDIA PANELA DOBLE ARCILLA 12.5 X 25 X 4,0.64
ARC073,BLOQUE DE ARCILLA P/PARED 10 X 20 X 30 #,0.53
ARC074,LADRILLO ARCILLA PERFORADO REDONDO DOBLE,0.42
ARC075,LADRILLO ARCILLA PERFORADO 06 X12 X24 CM,0.42
ARC076,BLOQUE DE ARCILLA P/PARED 15 X 20 X 30 #,0.71
ARC077,BLOQUE DE ARCILLA PLATABANDA P/NERVIOS 1,0.5
ARC078,BLOQUE ARCILLA PLATABANDA 15X20X40 8/M2 ,0.67
ARC079,BLOQUE DE ARCILLA PIÑATA P/NERVIOS 20 X ,0.84
ARC080,LADRILLO ARCILLA 16 HUECOS 11X12X25,0.97
ARC081,LADRILLO ARCILLA16 HUECOS 12 X12 X25,1.5
ARC082,LADRILLO ARCILLA DE 3 HUECOS 06 X12 X25,0.97
ARC083,LADRILLO ARCILLA PERFORADO DE 3 HUECOS 0,0.94
ARC084,BLOQUE DE ARCILLA TRINCOTE 12 X 15 X 30,1.75
ARC085,BLOQUE DE ARCILLA TRINCOTE 12 X 15 X 30 ,1.08
ARC086,BLOQUE ARCILLA VENTIL.1 HUECO 15X15X15 C,1.34
ARC087,BLOQUE ARCILLA VENTILACION ORNAMENTAL 15,1.08
ARC088,BLOQUE ARCILLA VENT. 3 HUECOS (TRILUX) 1,1.29
ARC089,LADRILLO ARCILLA TAPON 5X5X24 (56/M2),0.64
ARC090,TEJA DE ARCILLA GRANDE REDONDA,0.58
ARC091,TEJA DE ARCILLA GRANDE CUADRADA 40 X 19 ,1.29
ARC092,TEJA DE ARCILLA PEQUEÑA REDONDA,0.85
ARC093,TEJA DE ARCILLA PEQUEÑA CUADRADA 25 X 10,0.53
ARC094,TEJA CRIOLLA EJECUTIVA ARCILLA 28 X44 CM,1.31
ARC095,TEJA CRIOLLA DE ARCILLA (CUMBRERA) 40X18,1.08
ARC096,BLOQUE DE ARCILLA P/PARED E=25 CM #,0.64
ARC097,TEJA VIEJA DE ARCILLA,0.64
ARC098,PANELA CAICO/ARCILLA VITRIFICADA 30 X 30,25.36
ARC099,PANELA DOBLE DE ARCILLA 25 X 25 X 4 PISO,1.08
ARC100,PANELA PARA PISOS DE TERRACOTA DOBLE 20 ,17.64
ARC101,PANELA PARA PISOS DE TERRACOTA DOBLE 25 ,16.5
ARC102,PANELA PARA PISOS DE TERRACOTA UNA CARA ,1.75
ARC103,PANELA ARCILLA TERRACOTA P/TECHO 25 X 25,0.97
ARC104,PANELA CAICO/ARCILLA VITRIFICADA 12 X 25,0.64
ARC105,PANELA ARCILLA CAICO VITRIFICADA 20 X 20,0.85
ARC106,PANELA ARCILLA CAICO VITRIFICADA 25 X 25,1.97
ARC107,TEJA DE ARCILLA CARIBE 45 X 27 X 01 EN P,0.69
ARC108,PANELA PARA PISOS DE TERRACOTA DOBLE 12 ,18.73
ARC109,LADRILLO ARCILLA CURVO 06 X 12 X 25,0.48
ARC110,LADRILLO CRIOLLO DE ARCILLA 03 X 12 X25,0.42
ARC111,LADRILLO ARCILLA 16 HUECOS 06X12X25,0.74
ARC112,TABLILLA DE ARCILLA DOBLE 12X25 CM,10.49
ARC113,TABLILLA DE ARCILLA DOBLE 06X25 CM,8.46
ARC114,TEJA DE ARCILLA MARSELLESA O SIM,0.66
ARC115,LADRILLO ARCILLA PERF. DOBLE 11 X11X24 (,0.42
ARC116,PANEL PREFABRICADO,9.88
ARC117,"BLOQUE*  TABELON ARCILLA 6X20X60 (8,33/M",2.31
ARC118,LADRILLO ARCILLA OBRA LIMPIA MACIZO 05 X,1.15
ARC119,BLOQUE DE ARCILLA P/PARED 15 X 20 X 40,0.78
ARC120,ADOQUIN PARA TRANSITO LIVIANO,16.5
ARC121,"BLOQUE ""U"" ARCILLA P/VIGA CORONA 15X20X3",0.42
ARC122,BLOQUE PIÑATA  DE ARCILLA E=20 CM,0.85
ARC123,BLOQUE PIÑATA  DE ARCILLA E=25 CM,0.97
ARC124,"BLOQUE ""U"" ARCILLA P/VIGA CORONA 10 X 20",0.37
ARC125,"BLOQUE ""U"" ARCILLA P/VIGA CORONA 20X20X3",0.48
ARC126,BLOQUE DE ARCILLA P/PARED 10 X 20 X 30,0.61
ARC127,BLOQUE DE ARCILLA PARED 15 CM ALFARERIA ,0.69
ARC128,BLOQUE DE ARCILLA PARED 12 CM ALFARERIA ,0.64
ARC129,BLOQUE DE ARCILLA PARED 10 CM ALFARERIA ,0.6
ARC130,ADOQUIN PARA TRANSITO PESADO E= 8 CM,18.73
ARC131,BLOQUE PLATABANDA TABELON ARCILLA 6 X 20,2.31
ARC132,BLOQUE PLATABANDA TABELON ARCILLA 8 X 20,2.31
ARC133,CONSTRUCCION MURO DE LADRILLO H=1M PROME,148.75
ASF001,AGREGADOS SIN TRANSPORTE MEZCLA ASFALT C,21.46
ASF002,ASFALTO LIQUIDO (IPA O SIMILAR) 5 GAL,69.95
ASF003,ASFALTO LIQUIDO (EDIL O SIMILAR) 5 GAL,66.14
ASF004,ASFALTO LIQUIDO RC-250 DETAL,1.61
ASF005,PINTURA DE ALUMINIO BASE ASFALTICA,57.66
ASF006,MATERIAL ASFALTICO CURADO RAPIDO RC-250,385.72
ASF007,ASFALTO SOLIDO,1.39
ASF008,MATERIAL ASFALTICO TIPO RC 250,330.58
ASF009,FIBRA DE VIDRIO ASFALTICA RLL= 50 M2,1.57
ASF010,FIBRA DE VIDRIO ASFALTICA RLL= 50 M2,1.57
ASF011,CEMENTO /MATERIAL ASFALTICO RC-250 PLANT,363.67
ASF012,FIBRA DE VIDRIO P/DUCTOS C/ALUMINIO A/C,6.07
ASF013,IMPERMEABILIZACION TRES CAPAS,1.08
ASF014,PRIMER IPA  O SIM. REND=0.10 GAL/M2 (ASF,22.02
ASF015,MANTO DE POLIESTER EDIL E= 3 MM O SIMILA,9.88
ASF016,MANTO ASFALT. REAL ADHESIVO EDIL COLOR  ,12.13
ASF017,MATERIAL ASFALTICO TIPO MC 60-70 / ASFAL,396.71
ASF018,ASFALTO RC-250 / MATERIAL ASFALTICO,1.61
ASF019,MEZCLA ASFALTICA BOCA DE PLANTA EN CALIE,99.2
ASF020,MEZCLA ASFALTICA EN BOCA DE PLANTA  EN C,99.2
ASF021,MEZCLA ASFALTICA CALIENTE (AGREGADOS DE ,88.17
QUI055,MALLA / DRENAJE,1.29
ASF022,MEZCLA ASFALTICA CALIENTE-BOCA D/PLANTA-,99.2
ASF023,PRIMER EDIL O SIMILAR (ASFALTICO),21.46
ASF024,MEZCLA ASFALTICA BOCA/PLANTA EN CALIENTE,99.2
ASF025,EMULSION ASFALTICA (EDIL O SIMILAR),30.85
ASF026,MANTO DE FIBRA DE VIDRIO STANDARD E= 4 M,5.54
ASF027,FIBRA DE VIDRIO ASFALTICA (VELO) ROLLO 5,1.57
ASF028,MANTO DE FIBRA DE VIDRIO E= 4 MM,5.76
ASF029,"ASFALTO SEMISOLIDO (55 GALONES - 208,2 L",88.17
ASF030,MANTO ASFALTICO IPA E=2MM 10 M2,3.7
ASF031,MANTO ASFALTICO IPA E= 3 MM 10 M2,7.16
ASF032,MANTO ASFALTICO IPA E= 4 MM ROLLO 10 M2,9.42
ASF033,TEJA ASFALTICA RECTANGULAR E=3MM,14.65
ASF034,PINTURA ASFALTICA ALUMINIO IPA O SIMILAR,55.1
ASF035,RELLENO P/JUNTA IPA-JUNTOL CARTON,1.97
ASF036,MEZCLA ASFALTICA EN BOCA DE PLANTA EN CA,88.17
ASF037,MANTO DE FIBRA DE VIDRIO E= 4 MM,5.54
ASF038,MANTO DE FIBRA DE VIDRIO STANDARD E= 3 M,5.65
ASF039,MANTO DE FIBRA DE VIDRIO EDIL E= 3 MM O ,6.94
ASF040,MANTO DE FIBRA DE VIDRIO EDIL E= 4 MM O ,7.01
ASF041,MANTO REAL ADHESIVO COLOR E= 2.2 MM,12.24
ASF042,MANTO DE POLIESTER EDIL E= 3 MM O SIMILA,9.88
ASF043,PINTURA DE ALUMINIO BASE ASFALTICA 5 GAL,178.53
ASF044,PINTURA COLOR PARA IMPERMEABILIZAR TECHO,187.34
ASF045,MEZCLA ASFALTICA TIPO IV BOCA PLANTA EN ,88.17
ASF046,LAMINA FIBRA DE VIDRIO 4 MM COVERIB,17.64
ASF047,MEZCLA ASFALTICA TIPO IV BOCA PLANTA EN ,99.2
ASF048,MEZCLA ASFALTICA PLANTA EN CALIENTE,104.68
ASF049,MEZCLA ASFALTICA TIPO IV BOCA PLANTA EN ,121.22
ASF050,MEZCLA ASFALTICA BOCA DE PLANTA  EN CALI,99.2
ASF051,SELLO P/ JUNTAS HORIZ. SELLOCRET GRIS I-,11.55
ASF052,MANTO ASFALTICO GRANULADO E= 4 MM,9.88
ASF053,MEZCLA ASFALTICA EN CALIENTE BOCA DE PLA,110.19
ASF054,MEZCLA ASFALTICA TIPO II EN CALIENTE BOC,110.19
ASF055,MEZCLA ASFALTICA IV EN CALIENTE BOCA DE ,110.19
ASF056,ASFALTO LIQUIDO (BITUPLAST O SIMILAR) 5 ,61.51
ASF057,MANTO DE FIBRA DE VIDRIO STANDARD E= 3 M,5.29
ASF058,MEZCLA ASFALTICA BOCA DE PLANTA EN CALIE,88.17
ASF059,PRIMER EDIL O SIMILAR (ASFALTICO),52.91
ASF060,MANTO REAL ADHESIVO EDIL NORMAL E= 2.2 M,11.03
ASF061,MANTO ASFALT. REAL ADHESIVO FOLIO ALUMIN,13.22
ASF062,"MANTO ASFALTICO GRANULADO E= 3,5 MM",9.88
ASF063,MANTO ASFALTICO GRANULADO E= 3 MM,7.49
ASF064,"TERMOMANTO CON ANIME E= 1""",3.65
ASF065,"TERMOMANTO CON ANIME E= 1.5""",4.41
ASF066,PRIMER BITUPLAST O SIMILAR (ASFALTICO),24.26
ASF067,ASFALTO LIQUIDO (CINDU O SIMILAR),18.73
ASF068,CEMENTO/MATERIAL ASFALTICO RC-250 /ZULIA,1.08
ASF069,ASFALTO DILUIDO RC-250 BOCA DE PLANTA-MA,1.08
ASF070,EMUL FLEX (EMULSION ASFALTICA),5.97
ASF071,IMPERMEABILIZANTE EDIL EMULGLASS/ASFALTI,12.13
ASF072,EMULSION ASFALTICA (IPA O SIMILAR),9.35
ASF073,SUPER PRIMER ASFALTICO BITUPLAST O SIMIL,60.63
ASF074,MEZCLA ASFALTICA C/CONTRATO GOBIERNO EN ,88.17
ASF075,ASFALTO RC-250 / MATERIAL ASFALTICO,275.51
ASF076,MEZCLA ASFALTICA PLANTA EN CALIENTE P/PA,110.19
ASF077,ASFALTO SEMISOLIDO,1.08
ASF078,MANTO ASFALTICO REFORZADO E= 3 MM EDIL O,6.62
ASF079,MANTO ASFALTICO REFORZADO E= 4 MM EDIL O,7.69
ASF080,MANTO ASFALTICO SUPER E= 4 MM,5.37
ASF081,COSTO DE TRANSPORTE MAT. ASFALTICOS &T,5.54
ASF082,"FIBRA DE VIDRIO CON ALUMINIO 2""",7.24
ASF083,MANTO ASFALTICO ADHESIVO BITU ALUMINIO E,13.21
ASF084,ASFALTO MEZCLA LISTA P/BACHEO SCO 20 KG,24.26
ASF085,ASFALTO LIQUIDO (CINDU O SIMILAR) 5 GAL,58.41
ASF086,ASFALTO LIQUIDO 5 GAL,56.2
ASF087,ASFALTO LIQUIDO (COBERVENCA O SIMILAR),19.84
ASF088,FIBRA DE VIDRIO (VELO COBERGLASS O SIMIL,1.43
ASF089,MANTO*  ASFALTICO STANDARD E= 3 MM PMVP,6.07
ASF090,MANTO*  ASFALTICO STANDARD E= 4 MM PMVP,6.84
ASF091,MANTO ASFALTICO E= 2.8 MM COBERVENCA O S,4.29
ASF092,MANTO CON REFUERZO DE POLIESTER E= 3 MM,9.02
ASF093,MANTO CON REFUERZO DE POLIESTER E= 4 MM,13.22
ASF094,PRIMER IPA O SIMILAR (ASFALTICO) 5 GL,54.02
ASF095,MATERIAL ASFALTICO TIPO MC 60-70 PDVSA R,30.85
ASF096,MATERIAL ASFALTICO PDVSA REGULADO PLANTA,110.19
ASF097,CEMENTO PLASTICO EDIL O SIMILAR (ASFALTO,71.65
ASF098,ASFALTO OXIDADO TIPO IV TMB-55 GALONES -,88.17
ASF099,MEZCLA ASFALTICA EN BOCA DE PLANTA EN CA,123.41
ASF100,PRIMER COBERVENCA O SIMILAR (ASFALTICO),54.24
ASF101,CEMENTO PLASTICO (ASFALTO)  IPA 5 GAL O ,77.13
ASF102,"PRO MANTO ASFALTICO BITUPLAST E= 2,7 MM",5.91
ASF103,PINTURA DE ALUMINIO ASFALTICA 5 GLN,187.34
ASF104,MANTO*  ASFALTICO STANDARD E= 2 MM PMVP,3.28
ASF105,CEMENTO ASFALTICO,285.98
ASF106,JUNTA ASFALTICA A= 15 CMS E= 1CM,1.18
ASF107,MANTO REAL ADHESIVO EDIL FOLIO ALUMINIO ,13.21
ASF108,PINTURA P/TECHOS COLOR VERDE (IPA O SIM),203.87
ASF109,PINTURA ASFALTICA BITUPLAST O SIM 5 GLN,190.66
ASF110,EMULSION ASFALTICA PARA SLOURRY ROTURA L,1.61
ASF111,PINTURA COBERCOLOR P/TECHOS,198.38
ASF112,MANTO ASFALTICO STANDARD 3 MM ROLLO 10 M,60.52
ASF113,MANTO ASFALTICO STANDARD 4 MM ROLLO 10 M,68.32
ASF114,ASFALTO PENETRACION TIPO MC 60-70 (PTA C,110.19
ASF115,EMULSION ASFALTICA PARA SLOURRY SUPER,0.97
ASF116,MEZCLA ASFALTICA CALIENTE - ARAGUA,88.17
ASF117,MEZCLA ASFALTICA CALIENTE (LOBATERA ANZ/,99.2
ASF118,MEZCLA ASFALTICA EN CALIENTE / AGREG. CA,88.17
ASF119,CEMENTO PLASTICO IPA O SIMILAR (ASFALTO),24.26
ASF120,MATERIAL ASFALTICO TIPO RC 250 EN PLANTA,33.09
ASF121,ASFALTO RC-250 EN PLANTA/MATERIAL ASFALT,2.18
ASF122,ASFALTO LIQUIDO (IPA O SIMILAR),20.91
ASF123,MANTO ASFALTICO C/REFUERZO FIBRA POLIEST,8.82
ASF124,ASFALTO DILUIDO RC-250 (BOCA DE PLANTA A,1.08
ASF125,MATERIAL ASFALTICO TIPO MC 60-70,242.42
ASF126,CEMENTO ASFALTICO RC-250 (DISTRIBUIDORA),385.72
ASF127,MANTO ASFALTICO E = 3 MM C/VELO DE POLIE,8.82
ASF128,PINTURA ASFALTICA VERDE,52.91
ASF129,EMULSION ASFALTICA E33 IPA O SIMILAR,6.84
ASF130,EMULSION ASFALTICA E-33 IPA  CUÑETE=5 GL,28.62
ASF131,MANTO ASFALTICO C/REFUERZO INT. FIBRA VI,7.01
ASF132,TELA DE FIBRA DE VIDRIO ASFALTADA (ROLLO,2.18
ASF133,ASFALTO PLASTICO,18.73
ASF134,FIBRA D/VIDRIO ASFALTICA ROLLO = 50 M2,1.57
ASF135,TEJA ASFALTICA HEXAGONAL E=3 MM,16.15
ASF136,"MANTO ASFALTICO BITUPLAST E= 3,2 MM O SI",6.08
ASF137,MEZCLA ASFALTICA P/CANCHA (FINA) EN CALI,110.19
ASF138,MEZCLA ASFALTICA- BOCA DE PLANTA EN CALI,88.17
ASF139,ASFALTO SOLIDO CILINDRO DE 45 KG,63.93
ASF140,MEZCLA ASFALTICA ANZOATEGUI EN CALIENTE,99.2
ASF141,MANTO ASFALTICO ADHESIVO E= 3 MM FOLIO A,12.14
ASF142,MANTO ASFALTICO FOLIO ALUMINIO E=3 MM - ,9.25
ASF143,MANTO ASFALTICO ADHESIVO E=4 MM FOLIO AL,22.33
ASF144,ASFALTO PLASTICO (BITUPLAST O SIMILAR),66.14
ASF145,MANTO ASFALTICO STANDARD 3 MM,6.06
ASF146,MANTO ASFALTICO REFORZADO P/TRAFICO 4 MM,9.16
ASF147,S/T/C MEZCLA ASFALTICA CON IMPRIMACION+A,187.34
ASF148,MEZCLA ASFALTICA EN CALIENTE - CARABOBO,88.17
ASF149,MEZCLA ASFALTICA EN CALIENTE (ZULIA- POC,93.67
ASF150,MEZCLA-CONCRETO ASFALTICO EN CALIENTE TI,88.17
ASF151,MEZCLA ASFALTICA EN CALIENTE,110.19
ASF152,MEZCLA ASFALTICA EN CALIENTE-CARABOBO,88.17
ASF153,ASFALTO P/BACHEO BITUPLAS O SIMILAR SCO ,31.95
ASF154,MEZCLA ASFALTICA EN CALIENTE-ANZ EL TIGR,121.22
ASF155,MEZCLA ASFALTICA CALIENTE-CARACAS/YAGUAR,105.8
ASF156,PRIMER IPA O SIMILAR (ASFALTICO) PAILA 4,49.54
ASF157,PINTURA ASFALTICA GRIS 5 GL,168.61
ASF158,PINTURA ASFALTICA BLANCA 5 GL,180.74
ASF159,MEZCLA-CONCRETO ASFALTICO EN CALIENTE TI,88.17
ASF160,MEZCLA ASFALTICA EN CALIENTE (ZULIA/ EL ,92.57
ASF161,MEZCLA ASFALTICA CALIENTE (MONAGAS- BAJO,105.8
ASF162,MATERIAL ASFALTICO TIPO M4 / ASFALTO,30.85
ASF163,S/T/C MEZCLA ASFALTICA C/IMPRIMACION+ADH,242.42
ASF164,S/T/C MEZCLA ASFALTICA C/ RIEGO ADHEREN.,170.8
ASF165,S/T/C MEZCLA ASFALTICA  CALIENTE T-III -,170.8
ASF166,COLOCACION MEZCLA ASFALTICA CALIENTE-EST,52.91
ASF167,MATERIAL ASFALTICO MC-60 70 O SIMILAR AL,0.42
ASF168,MEZCLA ASFALTICA-CALIENTE BOCA DE PLANTA,99.2
ASF169,MEZCLA ASFALTICA-CALIENTE EN PLANTA-ZULI,88.17
ASF170,MEZCLA ASFALTICA-CALIENTE BARQUISIMETO,88.17
ASF171,RIEGO ADHERENCIA C/MATERIAL DE EMULSION ,1.08
ASF172,S/T/C MEZCLA ASFALTICA EN CALIENTE /BARQ,132.23
ASF173,"MANTO ASFALTICO SUPER BITUPLAST E= 4,2 M",6.3
ASF174,ASFALTO RC-250 PLANTA-DETAL A CONSTRUCTO,3.28
ASF175,S/T/C MEZCLA ASFALTICA EN CALIENTE AREA ,170.8
BAS001,GRANZON DE RIO,7.69
